Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2010,M,55-64,Hispanic,Diseases of the Heart,"2,713"
2010,M,55-64,Hispanic,Malignant Neoplasms,"3,404"
2010,M,55-64,Hispanic,Total,"10,180"
2010,M,55-64,Not Stated,All Other Causes,1
2010,M,55-64,Not Stated,Malignant Neoplasms,2
2010,M,55-64,Not Stated,Total,3
2010,M,55-64,White Non Hispanic,CLRD,1
2010,M,55-64,White Non Hispanic,Diseases of the Heart,1
2010,M,55-64,White Non Hispanic,All Other Causes,3
2010,M,55-64,White Non Hispanic,Malignant Neoplasms,3
2010,M,55-64,White Non Hispanic,Total,8
2010,M,65-74,Black Non Hispanic,Malignant Neoplasms,1
2010,M,65-74,Black Non Hispanic,Pneumonia,1
2010,M,65-74,Black Non Hispanic,Total,2
2010,M,65-74,Hispanic,AIDS,42
2010,M,65-74,Hispanic,Diabetes Mellitus,94
2010,M,65-74,Hispanic,Accidents,234
2010,M,65-74,Hispanic,Pneumonia,297
2010,M,65-74,Hispanic,Cerebrovascular Disease,394
2010,M,65-74,Hispanic,CLRD,633
2010,M,65-74,Hispanic,All Other Causes,"2,801"
2010,M,65-74,Hispanic,Diseases of the Heart,"3,566"
2010,M,65-74,Hispanic,Malignant Neoplasms,"4,279"
2010,M,65-74,Hispanic,Total,"12,340"
2010,M,65-74,Not Stated,Diseases of the Heart,1
2010,M,65-74,Not Stated,Malignant Neoplasms,1
2010,M,65-74,Not Stated,Total,2
2010,M,65-74,White Non Hispanic,All Other Causes,1
2010,M,65-74,White Non Hispanic,CLRD,1
2010,M,65-74,White Non Hispanic,Malignant Neoplasms,3
2010,M,65-74,White Non Hispanic,Diseases of the Heart,4
2010,M,65-74,White Non Hispanic,Total,9
2010,M,75-84,Black Non Hispanic,Diseases of the Heart,1
2010,M,75-84,Black Non Hispanic,Malignant Neoplasms,1
2010,M,75-84,Black Non Hispanic,Total,2
2010,M,75-84,Hispanic,AIDS,7
2010,M,75-84,Hispanic,Diabetes Mellitus,92
2010,M,75-84,Hispanic,Accidents,346
2010,M,75-84,Hispanic,Pneumonia,657
2010,M,75-84,Hispanic,Cerebrovascular Disease,750
2010,M,75-84,Hispanic,CLRD,"1,061"
2010,M,75-84,Hispanic,All Other Causes,"4,531"
2010,M,75-84,Hispanic,Malignant Neoplasms,"4,945"
2010,M,75-84,Hispanic,Diseases of the Heart,"5,808"
2010,M,75-84,Hispanic,Total,"18,197"
2010,M,75-84,Not Stated,Cerebrovascular Disease,1
2010,M,75-84,Not Stated,Pneumonia,1
2010,M,75-84,Not Stated,All Other Causes,2
2010,M,75-84,Not Stated,Diseases of the Heart,2
2010,M,75-84,Not Stated,Total,6
2010,M,75-84,White Non Hispanic,Accidents,1
2010,M,75-84,White Non Hispanic,CLRD,1
2010,M,75-84,White Non Hispanic,All Other Causes,2
2010,M,75-84,White Non Hispanic,Malignant Neoplasms,4
2010,M,75-84,White Non Hispanic,Diseases of the Heart,7
2010,M,75-84,White Non Hispanic,Total,15
2010,M,85+,Black Non Hispanic,Malignant Neoplasms,1
2010,M,85+,Black Non Hispanic,Total,1
2010,M,85+,Hispanic,AIDS,2
2010,M,85+,Hispanic,Diabetes Mellitus,58
2010,M,85+,Hispanic,Accidents,324
2010,M,85+,Hispanic,Cerebrovascular Disease,731
2010,M,85+,Hispanic,CLRD,834
2010,M,85+,Hispanic,Pneumonia,862
2010,M,85+,Hispanic,Malignant Neoplasms,"2,817"
2010,M,85+,Hispanic,All Other Causes,"4,745"
2010,M,85+,Hispanic,Diseases of the Heart,"7,032"
2010,M,85+,Hispanic,Total,"17,405"
2010,M,85+,Not Stated,All Other Causes,1
2010,M,85+,Not Stated,Diseases of the Heart,2
2010,M,85+,Not Stated,Total,3
2010,M,85+,White Non Hispanic,Cerebrovascular Disease,1
2010,M,85+,White Non Hispanic,Malignant Neoplasms,1
2010,M,85+,White Non Hispanic,Pneumonia,2
2010,M,85+,White Non Hispanic,All Other Causes,5
2010,M,85+,White Non Hispanic,Diseases of the Heart,5
2010,M,85+,White Non Hispanic,Total,14
2010,M,<1,Hispanic,Cerebrovascular Disease,2
2010,M,<1,Hispanic,Malignant Neoplasms,4
2010,M,<1,Hispanic,Pneumonia,5
2010,M,<1,Hispanic,Diseases of the Heart,8
2010,M,<1,Hispanic,Accidents,20
2010,M,<1,Hispanic,All Other Causes,615
2010,M,<1,Hispanic,Total,654
2010,M,<1,Not Stated,All Other Causes,5
2010,M,<1,Not Stated,Total,5
2010,F,9-Jan,Hispanic,CLRD,1
2010,F,9-Jan,Hispanic,Cerebrovascular Disease,5
2010,F,9-Jan,Hispanic,Diseases of the Heart,5
2010,F,9-Jan,Hispanic,Malignant Neoplasms,21
2010,F,9-Jan,Hispanic,Accidents,23
2010,F,9-Jan,Hispanic,All Other Causes,74
2010,F,9-Jan,Hispanic,Total,129
2010,F,19-Oct,Hispanic,CLRD,1
2010,F,19-Oct,Hispanic,Cerebrovascular Disease,3
2010,F,19-Oct,Hispanic,Pneumonia,3
2010,F,19-Oct,Hispanic,Diseases of the Heart,7
2010,F,19-Oct,Hispanic,Malignant Neoplasms,35
2010,F,19-Oct,Hispanic,Accidents,51
2010,F,19-Oct,Hispanic,All Other Causes,80
2010,F,19-Oct,Hispanic,Total,180
2010,F,20-24,Hispanic,Cerebrovascular Disease,3
2010,F,20-24,Hispanic,Diabetes Mellitus,3
2010,F,20-24,Hispanic,Pneumonia,3
2010,F,20-24,Hispanic,CLRD,4
2010,F,20-24,Hispanic,AIDS,6
2010,F,20-24,Hispanic,Diseases of the Heart,14
2010,F,20-24,Hispanic,Malignant Neoplasms,25
2010,F,20-24,Hispanic,Accidents,62
2010,F,20-24,Hispanic,All Other Causes,115
2010,F,20-24,Hispanic,Total,235
2010,F,25-34,Black Non Hispanic,All Other Causes,1
2010,F,25-34,Black Non Hispanic,Total,1
2010,F,25-34,Hispanic,Diabetes Mellitus,3
2010,F,25-34,Hispanic,AIDS,7
2010,F,25-34,Hispanic,CLRD,7
2010,F,25-34,Hispanic,Cerebrovascular Disease,8
2010,F,25-34,Hispanic,Pneumonia,9
2010,F,25-34,Hispanic,Diseases of the Heart,37
2010,F,25-34,Hispanic,Malignant Neoplasms,96
2010,F,25-34,Hispanic,Accidents,106
2010,F,25-34,Hispanic,All Other Causes,272
2010,F,25-34,Hispanic,Total,545
2010,F,35-44,Black Non Hispanic,All Other Causes,1
2010,F,35-44,Black Non Hispanic,Total,1
2010,F,35-44,Hispanic,Diabetes Mellitus,7
2010,F,35-44,Hispanic,CLRD,16
2010,F,35-44,Hispanic,Pneumonia,17
2010,F,35-44,Hispanic,AIDS,40
2010,F,35-44,Hispanic,Cerebrovascular Disease,46
2010,F,35-44,Hispanic,Accidents,130
2010,F,35-44,Hispanic,Diseases of the Heart,160
2010,F,35-44,Hispanic,Malignant Neoplasms,401
2010,F,35-44,Hispanic,All Other Causes,487
2010,F,35-44,Hispanic,Total,"1,304"
2010,F,45-54,Black Non Hispanic,CLRD,1
2010,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2010,F,45-54,Black Non Hispanic,Total,2
2010,F,45-54,Hispanic,Diabetes Mellitus,20
2010,F,45-54,Hispanic,Pneumonia,54
2010,F,45-54,Hispanic,AIDS,86
2010,F,45-54,Hispanic,CLRD,104
2010,F,45-54,Hispanic,Cerebrovascular Disease,124
2010,F,45-54,Hispanic,Accidents,207
2010,F,45-54,Hispanic,Diseases of the Heart,527
2010,F,45-54,Hispanic,All Other Causes,"1,114"
2010,F,45-54,Hispanic,Malignant Neoplasms,"1,535"
2010,F,45-54,Hispanic,Total,"3,771"
2010,F,45-54,Not Stated,AIDS,1
2010,F,45-54,Not Stated,Total,1
2010,F,45-54,White Non Hispanic,Accidents,1
2010,F,45-54,White Non Hispanic,Total,1
2010,F,55-64,Black Non Hispanic,All Other Causes,1
2010,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2010,F,55-64,Black Non Hispanic,Malignant Neoplasms,1
2010,F,55-64,Black Non Hispanic,Total,3
2010,F,55-64,Hispanic,Diabetes Mellitus,43
2010,F,55-64,Hispanic,AIDS,54
2010,F,55-64,Hispanic,Pneumonia,127
2010,F,55-64,Hispanic,Accidents,182
2010,F,55-64,Hispanic,Cerebrovascular Disease,204
2010,F,55-64,Hispanic,CLRD,300
2010,F,55-64,Hispanic,Diseases of the Heart,"1,237"
2010,F,55-64,Hispanic,All Other Causes,"1,666"
2010,F,55-64,Hispanic,Malignant Neoplasms,"2,983"
2010,F,55-64,Hispanic,Total,"6,796"
2010,F,55-64,Not Stated,Malignant Neoplasms,1
2010,F,55-64,Not Stated,All Other Causes,2
2010,F,55-64,Not Stated,Total,3
2010,F,55-64,White Non Hispanic,Diseases of the Heart,1
2010,F,55-64,White Non Hispanic,All Other Causes,2
2010,F,55-64,White Non Hispanic,Malignant Neoplasms,2
2010,F,55-64,White Non Hispanic,Total,5
2010,F,65-74,Black Non Hispanic,All Other Causes,1
2010,F,65-74,Black Non Hispanic,Total,1
2010,F,65-74,Hispanic,AIDS,16
2010,F,65-74,Hispanic,Diabetes Mellitus,69
2010,F,65-74,Hispanic,Accidents,125
2010,F,65-74,Hispanic,Pneumonia,220
2010,F,65-74,Hispanic,Cerebrovascular Disease,384
2010,F,65-74,Hispanic,CLRD,719
2010,F,65-74,Hispanic,Diseases of the Heart,"2,310"
2010,F,65-74,Hispanic,All Other Causes,"2,363"
2010,F,65-74,Hispanic,Malignant Neoplasms,"4,066"
2010,F,65-74,Hispanic,Total,"10,272"
2010,F,65-74,Not Stated,All Other Causes,1
2010,F,65-74,Not Stated,Total,1
2010,F,65-74,White Non Hispanic,Malignant Neoplasms,1
2010,F,65-74,White Non Hispanic,All Other Causes,2
2010,F,65-74,White Non Hispanic,Total,3
2010,F,75-84,Black Non Hispanic,Malignant Neoplasms,1
2010,F,75-84,Black Non Hispanic,Total,1
2010,F,75-84,Hispanic,AIDS,7
2010,F,75-84,Hispanic,Diabetes Mellitus,109
2010,F,75-84,Hispanic,Accidents,324
2010,F,75-84,Hispanic,Pneumonia,590
2010,F,75-84,Hispanic,Cerebrovascular Disease,"1,006"
2010,F,75-84,Hispanic,CLRD,"1,278"
2010,F,75-84,Hispanic,Malignant Neoplasms,"4,874"
2010,F,75-84,Hispanic,All Other Causes,"5,086"
2010,F,75-84,Hispanic,Diseases of the Heart,"5,615"
2010,F,75-84,Hispanic,Total,"18,889"
2010,F,75-84,Not Stated,CLRD,1
2010,F,75-84,Not Stated,Diseases of the Heart,1
2010,F,75-84,Not Stated,All Other Causes,2
2010,F,75-84,Not Stated,Total,4
2010,F,75-84,White Non Hispanic,Pneumonia,1
2010,F,75-84,White Non Hispanic,All Other Causes,4
2010,F,75-84,White Non Hispanic,Diseases of the Heart,4
2010,F,75-84,White Non Hispanic,Malignant Neoplasms,4
2010,F,75-84,White Non Hispanic,Total,13
2010,F,85+,Black Non Hispanic,Cerebrovascular Disease,1
2010,F,85+,Black Non Hispanic,Diseases of the Heart,1
2010,F,85+,Black Non Hispanic,All Other Causes,2
2010,F,85+,Black Non Hispanic,Total,4
2010,F,85+,Hispanic,AIDS,1
2010,F,85+,Hispanic,Diabetes Mellitus,131
2010,F,85+,Hispanic,Accidents,459
2010,F,85+,Hispanic,CLRD,"1,324"
2010,F,85+,Hispanic,Pneumonia,"1,385"
2010,F,85+,Hispanic,Cerebrovascular Disease,"1,944"
2010,F,85+,Hispanic,Malignant Neoplasms,"3,621"
2010,F,85+,Hispanic,All Other Causes,"10,227"
2010,F,85+,Hispanic,Diseases of the Heart,"13,493"
2010,F,85+,Hispanic,Total,"32,585"
2010,F,85+,Not Stated,All Other Causes,1
2010,F,85+,Not Stated,Diseases of the Heart,1
2010,F,85+,Not Stated,Malignant Neoplasms,1
2010,F,85+,Not Stated,Total,3
2010,F,85+,White Non Hispanic,CLRD,1
2010,F,85+,White Non Hispanic,Pneumonia,1
2010,F,85+,White Non Hispanic,All Other Causes,2
2010,F,85+,White Non Hispanic,Malignant Neoplasms,2
2010,F,85+,White Non Hispanic,Diseases of the Heart,8
2010,F,85+,White Non Hispanic,Total,14
2010,F,<1,Hispanic,Malignant Neoplasms,2
2010,F,<1,Hispanic,Diseases of the Heart,3
2010,F,<1,Hispanic,Cerebrovascular Disease,4
2010,F,<1,Hispanic,Pneumonia,6
2010,F,<1,Hispanic,Accidents,15
2010,F,<1,Hispanic,All Other Causes,534
2010,F,<1,Hispanic,Total,564
2010,F,<1,Not Stated,All Other Causes,3
2010,F,<1,Not Stated,Total,3
2010,M,9-Jan,Hispanic,Pneumonia,1
2010,M,9-Jan,Hispanic,Cerebrovascular Disease,2
2010,M,9-Jan,Hispanic,Diseases of the Heart,3
2010,M,9-Jan,Hispanic,CLRD,5
2010,M,9-Jan,Hispanic,Malignant Neoplasms,25
2010,M,9-Jan,Hispanic,Accidents,36
2010,M,9-Jan,Hispanic,All Other Causes,79
2010,M,9-Jan,Hispanic,Total,151
2010,M,19-Oct,Black Non Hispanic,All Other Causes,1
2010,M,19-Oct,Black Non Hispanic,Diseases of the Heart,1
2010,M,19-Oct,Black Non Hispanic,Total,2
2010,M,19-Oct,Hispanic,AIDS,2
2010,M,19-Oct,Hispanic,Cerebrovascular Disease,2
2010,M,19-Oct,Hispanic,Pneumonia,3
2010,M,19-Oct,Hispanic,Diseases of the Heart,10
2010,M,19-Oct,Hispanic,CLRD,11
2010,M,19-Oct,Hispanic,Malignant Neoplasms,42
2010,M,19-Oct,Hispanic,Accidents,141
2010,M,19-Oct,Hispanic,All Other Causes,256
2010,M,19-Oct,Hispanic,Total,467
2010,M,19-Oct,Not Stated,Diseases of the Heart,1
2010,M,19-Oct,Not Stated,Total,1
2010,M,20-24,Hispanic,Pneumonia,2
2010,M,20-24,Hispanic,AIDS,3
2010,M,20-24,Hispanic,Cerebrovascular Disease,4
2010,M,20-24,Hispanic,CLRD,7
2010,M,20-24,Hispanic,Diseases of the Heart,36
2010,M,20-24,Hispanic,Malignant Neoplasms,43
2010,M,20-24,Hispanic,Accidents,238
2010,M,20-24,Hispanic,Total,704
2009,M,65-74,Black Non Hispanic,Total,3
2009,F,9-Jan,Hispanic,Pneumonia,1
2009,F,9-Jan,Hispanic,Cerebrovascular Disease,2
2009,F,9-Jan,Hispanic,CLRD,5
2009,F,9-Jan,Hispanic,Diseases of the Heart,11
2009,F,9-Jan,Hispanic,Malignant Neoplasms,29
2009,F,9-Jan,Hispanic,Accidents,32
2009,F,9-Jan,Hispanic,All Other Causes,60
2009,F,9-Jan,Hispanic,Total,140
2009,F,9-Jan,White Non Hispanic,All Other Causes,1
2009,F,9-Jan,White Non Hispanic,Total,1
2009,F,19-Oct,Hispanic,Cerebrovascular Disease,1
2009,F,19-Oct,Hispanic,Pneumonia,1
2009,F,19-Oct,Hispanic,CLRD,3
2009,F,19-Oct,Hispanic,AIDS,4
2009,F,19-Oct,Hispanic,Diseases of the Heart,6
2009,F,19-Oct,Hispanic,Malignant Neoplasms,32
2009,F,19-Oct,Hispanic,Accidents,76
2009,F,19-Oct,Hispanic,All Other Causes,105
2009,F,19-Oct,Hispanic,Total,228
2009,F,20-24,Hispanic,AIDS,4
2009,F,20-24,Hispanic,CLRD,4
2009,F,20-24,Hispanic,Cerebrovascular Disease,4
2009,F,20-24,Hispanic,Pneumonia,5
2009,F,20-24,Hispanic,Diseases of the Heart,11
2009,F,20-24,Hispanic,Malignant Neoplasms,29
2009,F,20-24,Hispanic,Accidents,46
2009,F,20-24,Hispanic,All Other Causes,114
2009,F,20-24,Hispanic,Total,217
2009,F,25-34,Black Non Hispanic,Diseases of the Heart,1
2009,F,25-34,Black Non Hispanic,Total,1
2009,F,25-34,Hispanic,Diabetes Mellitus,4
2009,F,25-34,Hispanic,Pneumonia,9
2009,F,25-34,Hispanic,CLRD,11
2009,F,25-34,Hispanic,Cerebrovascular Disease,12
2009,F,25-34,Hispanic,AIDS,14
2009,F,25-34,Hispanic,Diseases of the Heart,49
2009,F,25-34,Hispanic,Malignant Neoplasms,109
2009,F,25-34,Hispanic,Accidents,120
2009,F,25-34,Hispanic,All Other Causes,285
2009,F,25-34,Hispanic,Total,613
2009,F,35-44,Hispanic,Diabetes Mellitus,8
2009,F,35-44,Hispanic,Pneumonia,20
2009,F,35-44,Hispanic,CLRD,24
2009,F,35-44,Hispanic,Cerebrovascular Disease,38
2009,F,35-44,Hispanic,AIDS,56
2009,F,35-44,Hispanic,Accidents,154
2009,F,35-44,Hispanic,Diseases of the Heart,168
2009,F,35-44,Hispanic,Malignant Neoplasms,466
2009,F,35-44,Hispanic,All Other Causes,526
2009,F,35-44,Hispanic,Total,"1,460"
2009,F,35-44,Not Stated,All Other Causes,1
2009,F,35-44,Not Stated,Total,1
2009,F,45-54,Black Non Hispanic,Diseases of the Heart,1
2009,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2009,F,45-54,Black Non Hispanic,Total,2
2009,F,45-54,Hispanic,Diabetes Mellitus,10
2009,F,45-54,Hispanic,Pneumonia,72
2009,F,45-54,Hispanic,AIDS,112
2009,F,45-54,Hispanic,CLRD,113
2009,F,45-54,Hispanic,Cerebrovascular Disease,132
2009,F,45-54,Hispanic,Accidents,238
2009,F,45-54,Hispanic,Diseases of the Heart,586
2009,F,45-54,Hispanic,All Other Causes,"1,113"
2009,F,45-54,Hispanic,Malignant Neoplasms,"1,553"
2009,F,45-54,Hispanic,Total,"3,929"
2009,F,45-54,Not Stated,All Other Causes,1
2009,F,45-54,Not Stated,Cerebrovascular Disease,1
2009,F,45-54,Not Stated,Total,2
2009,F,45-54,White Non Hispanic,Malignant Neoplasms,1
2009,F,45-54,White Non Hispanic,Total,1
2009,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2009,F,55-64,Black Non Hispanic,Total,1
2009,F,55-64,Hispanic,Diabetes Mellitus,52
2009,F,55-64,Hispanic,AIDS,71
2009,F,55-64,Hispanic,Pneumonia,117
2009,F,55-64,Hispanic,Accidents,147
2009,F,55-64,Hispanic,Cerebrovascular Disease,213
2009,F,55-64,Hispanic,CLRD,267
2009,F,55-64,Hispanic,Diseases of the Heart,"1,276"
2009,F,55-64,Hispanic,All Other Causes,"1,627"
2009,F,55-64,Hispanic,Malignant Neoplasms,"2,918"
2009,F,55-64,Hispanic,Total,"6,688"
2009,F,55-64,White Non Hispanic,All Other Causes,1
2009,F,55-64,White Non Hispanic,CLRD,1
2009,F,55-64,White Non Hispanic,Diabetes Mellitus,1
2009,F,55-64,White Non Hispanic,Diseases of the Heart,1
2009,F,55-64,White Non Hispanic,Total,4
2009,F,65-74,Black Non Hispanic,All Other Causes,1
2009,F,65-74,Black Non Hispanic,Diseases of the Heart,2
2009,F,65-74,Black Non Hispanic,Malignant Neoplasms,2
2009,F,65-74,Black Non Hispanic,Total,5
2009,F,65-74,Hispanic,AIDS,20
2009,F,65-74,Hispanic,Diabetes Mellitus,88
2009,F,65-74,Hispanic,Accidents,151
2009,F,65-74,Hispanic,Pneumonia,239
2009,F,65-74,Hispanic,Cerebrovascular Disease,341
2009,F,65-74,Hispanic,CLRD,681
2009,F,65-74,Hispanic,All Other Causes,"2,320"
2009,F,65-74,Hispanic,Diseases of the Heart,"2,472"
2009,F,65-74,Hispanic,Malignant Neoplasms,"3,925"
2009,F,65-74,Hispanic,Total,"10,237"
2009,F,65-74,Not Stated,All Other Causes,1
2009,F,65-74,Not Stated,Malignant Neoplasms,1
2009,F,65-74,Not Stated,Total,2
2009,F,65-74,White Non Hispanic,Cerebrovascular Disease,1
2009,F,65-74,White Non Hispanic,All Other Causes,2
2009,F,65-74,White Non Hispanic,Malignant Neoplasms,2
2009,F,65-74,White Non Hispanic,Total,5
2009,F,75-84,Black Non Hispanic,All Other Causes,1
2009,F,75-84,Black Non Hispanic,Diseases of the Heart,1
2009,F,75-84,Black Non Hispanic,Malignant Neoplasms,1
2009,F,75-84,Black Non Hispanic,Total,3
2009,F,75-84,Hispanic,AIDS,2
2009,F,75-84,Hispanic,Diabetes Mellitus,113
2009,F,75-84,Hispanic,Accidents,277
2009,F,75-84,Hispanic,Pneumonia,569
2009,F,75-84,Hispanic,Cerebrovascular Disease,980
2009,F,75-84,Hispanic,CLRD,"1,281"
2009,F,75-84,Hispanic,Malignant Neoplasms,"4,779"
2009,F,75-84,Hispanic,All Other Causes,"5,051"
2009,F,75-84,Hispanic,Diseases of the Heart,"6,241"
2009,F,75-84,Hispanic,Total,"19,293"
2009,F,75-84,White Non Hispanic,Cerebrovascular Disease,2
2009,F,75-84,White Non Hispanic,CLRD,3
2009,F,75-84,White Non Hispanic,Malignant Neoplasms,3
2009,F,75-84,White Non Hispanic,All Other Causes,4
2009,F,75-84,White Non Hispanic,Diseases of the Heart,5
2009,F,75-84,White Non Hispanic,Total,17
2009,F,85+,Hispanic,AIDS,2
2009,F,85+,Hispanic,Diabetes Mellitus,120
2009,F,85+,Hispanic,Accidents,440
2009,F,85+,Hispanic,CLRD,"1,210"
2009,F,85+,Hispanic,Pneumonia,"1,279"
2009,F,85+,Hispanic,Cerebrovascular Disease,"1,844"
2009,F,85+,Hispanic,Malignant Neoplasms,"3,455"
2009,F,85+,Hispanic,All Other Causes,"9,329"
2009,F,85+,Hispanic,Diseases of the Heart,"13,990"
2009,F,85+,Hispanic,Total,"31,669"
2009,F,85+,Not Stated,All Other Causes,2
2009,F,85+,Not Stated,Diseases of the Heart,3
2009,F,85+,Not Stated,Total,5
2009,F,85+,Other Non Hispanic,Cerebrovascular Disease,1
2009,F,85+,Other Non Hispanic,Total,1
2009,F,85+,White Non Hispanic,Cerebrovascular Disease,1
2009,F,85+,White Non Hispanic,CLRD,2
2009,F,85+,White Non Hispanic,Malignant Neoplasms,2
2009,F,85+,White Non Hispanic,Diseases of the Heart,6
2009,F,85+,White Non Hispanic,All Other Causes,12
2009,F,85+,White Non Hispanic,Total,23
2009,F,<1,Hispanic,Cerebrovascular Disease,2
2009,F,<1,Hispanic,Pneumonia,2
2009,F,<1,Hispanic,Malignant Neoplasms,3
2009,F,<1,Hispanic,Accidents,9
2009,F,<1,Hispanic,Diseases of the Heart,11
2009,F,<1,Hispanic,All Other Causes,548
2009,F,<1,Hispanic,Total,575
2009,F,<1,Not Stated,All Other Causes,1
2009,F,<1,Not Stated,Total,1
2009,M,9-Jan,Hispanic,Cerebrovascular Disease,2
2009,M,9-Jan,Hispanic,Diseases of the Heart,4
2009,M,9-Jan,Hispanic,CLRD,8
2009,M,9-Jan,Hispanic,Malignant Neoplasms,29
2009,M,9-Jan,Hispanic,Accidents,33
2009,M,9-Jan,Hispanic,All Other Causes,104
2009,M,9-Jan,Hispanic,Total,180
2009,M,19-Oct,Hispanic,CLRD,3
2009,M,19-Oct,Hispanic,Cerebrovascular Disease,3
2009,M,19-Oct,Hispanic,Pneumonia,6
2009,M,19-Oct,Hispanic,Diseases of the Heart,24
2009,M,19-Oct,Hispanic,Malignant Neoplasms,32
2009,M,19-Oct,Hispanic,Accidents,142
2009,M,19-Oct,Hispanic,All Other Causes,255
2009,M,19-Oct,Hispanic,Total,465
2009,M,20-24,Hispanic,Cerebrovascular Disease,2
2009,M,20-24,Hispanic,AIDS,4
2009,M,20-24,Hispanic,Pneumonia,5
2009,M,20-24,Hispanic,CLRD,6
2009,M,20-24,Hispanic,Malignant Neoplasms,31
2009,M,20-24,Hispanic,Diseases of the Heart,34
2009,M,20-24,Hispanic,Accidents,224
2009,M,20-24,Hispanic,All Other Causes,351
2009,M,20-24,Hispanic,Total,657
2009,M,20-24,White Non Hispanic,All Other Causes,1
2009,M,20-24,White Non Hispanic,Total,1
2009,M,25-34,Black Non Hispanic,Cerebrovascular Disease,1
2009,M,25-34,Black Non Hispanic,Total,1
2009,M,25-34,Hispanic,Diabetes Mellitus,4
2009,M,25-34,Hispanic,Pneumonia,10
2009,M,25-34,Hispanic,CLRD,11
2009,M,25-34,Hispanic,Cerebrovascular Disease,20
2009,M,25-34,Hispanic,AIDS,22
2009,M,25-34,Hispanic,Diseases of the Heart,109
2009,M,25-34,Hispanic,Malignant Neoplasms,112
2009,M,25-34,Hispanic,Accidents,388
2009,M,25-34,Hispanic,All Other Causes,612
2009,M,25-34,Hispanic,Total,"1,288"
2009,M,25-34,Not Stated,Accidents,1
2009,M,25-34,Not Stated,All Other Causes,1
2009,M,25-34,Not Stated,Total,2
2009,M,35-44,Black Non Hispanic,Accidents,1
2009,M,35-44,Black Non Hispanic,Diseases of the Heart,1
2009,M,35-44,Black Non Hispanic,Total,2
2009,M,35-44,Hispanic,Diabetes Mellitus,20
2009,M,35-44,Hispanic,CLRD,24
2009,M,35-44,Hispanic,Pneumonia,31
2009,M,35-44,Hispanic,Cerebrovascular Disease,50
2009,M,35-44,Hispanic,AIDS,91
2009,M,35-44,Hispanic,Malignant Neoplasms,308
2009,M,35-44,Hispanic,Accidents,430
2009,M,35-44,Hispanic,Diseases of the Heart,460
2009,M,35-44,Hispanic,All Other Causes,908
2009,M,35-44,Hispanic,Total,"2,322"
2009,M,35-44,Other Non Hispanic,All Other Causes,1
2009,M,35-44,Other Non Hispanic,Total,1
2009,M,35-44,White Non Hispanic,Accidents,1
2009,M,35-44,White Non Hispanic,Diseases of the Heart,2
2009,M,35-44,White Non Hispanic,Total,3
2009,M,45-54,Black Non Hispanic,AIDS,1
2009,M,45-54,Black Non Hispanic,All Other Causes,1
2009,M,45-54,Black Non Hispanic,Total,2
2009,M,45-54,Hispanic,Diabetes Mellitus,34
2009,M,45-54,Hispanic,Pneumonia,99
2009,M,45-54,Hispanic,CLRD,108
2009,M,45-54,Hispanic,Cerebrovascular Disease,151
2009,M,45-54,Hispanic,AIDS,220
2009,M,45-54,Hispanic,Accidents,540
2009,M,45-54,Hispanic,Diseases of the Heart,"1,462"
2009,M,45-54,Hispanic,Malignant Neoplasms,"1,464"
2009,M,45-54,Hispanic,All Other Causes,"1,962"
2009,M,45-54,Hispanic,Total,"6,040"
2009,M,45-54,Not Stated,All Other Causes,2
2009,M,45-54,Not Stated,Total,2
2009,M,45-54,White Non Hispanic,Diseases of the Heart,1
2009,M,45-54,White Non Hispanic,Total,1
2009,M,55-64,Black Non Hispanic,Diseases of the Heart,4
2009,M,55-64,Black Non Hispanic,Total,4
2009,M,55-64,Hispanic,Diabetes Mellitus,66
2009,M,55-64,Hispanic,AIDS,149
2009,M,55-64,Hispanic,Pneumonia,152
2009,M,55-64,Hispanic,Cerebrovascular Disease,257
2009,M,55-64,Hispanic,CLRD,309
2009,M,55-64,Hispanic,Accidents,380
2009,M,55-64,Hispanic,All Other Causes,"2,566"
2009,M,55-64,Hispanic,Diseases of the Heart,"2,818"
2009,M,55-64,Hispanic,Malignant Neoplasms,"3,308"
2009,M,55-64,Hispanic,Total,"10,005"
2009,M,55-64,White Non Hispanic,Accidents,1
2009,M,55-64,White Non Hispanic,Cerebrovascular Disease,1
2009,M,55-64,White Non Hispanic,Malignant Neoplasms,1
2009,M,55-64,White Non Hispanic,All Other Causes,4
2009,M,55-64,White Non Hispanic,Diseases of the Heart,5
2009,M,55-64,White Non Hispanic,Total,12
2009,M,65-74,Black Non Hispanic,Malignant Neoplasms,1
2009,M,65-74,Black Non Hispanic,All Other Causes,2
